ContextID	Compound	Mod	Head	ModAvg	ModStd	HeadAvg	HeadStd	Context
10027	air pressure	air	pressure	4.900000	0.316228	5.000000	0.000000	Based on the assumption that the optimum air pressure for fuel efficiency was the maximum air pressure stated on the tires ' sidewall, the four tires of each car were under-inflated by a total average of 20%.
10028	air temperature	air	temperature	3.900000	1.852930	3.800000	2.043960	Temperatures in these small bodies of water change in response to air temperatures more rapidly than those in the sea.
10029	air temperature	air	temperature	4.600000	0.699206	4.300000	1.251670	Evidence has accumulated that the sun (combined with changes in the way air temperature was measured ) was responsible for the warming of the 1990 s.
10030	air temperature	air	temperature	4.500000	0.971825	4.700000	0.674949	The face-centered metals are usually ductile even at liquid air temperatures.
10031	air temperature	air	temperature	4.700000	0.483046	4.800000	0.421637	Figure 3: Linear trend (1979 -2004 ) of surface air temperature over the ice-covered areas of the Southern Ocean (Zhang 2007 ).
10032	air temperature	air	temperature	4.900000	0.316228	4.800000	0.421637	The air temperature at midnight was 10.06 ÂºC, so it is rising again and the my home USA barometer showed a Fair 1029 millibars (30.4 inches ).
10033	air temperature	air	temperature	4.500000	0.971825	4.800000	0.421637	radiation of heat may be lessened by a rise of the air temperature.
10034	air temperature	air	temperature	4.700000	0.674949	5.000000	0.000000	The air temperature was cool for the last week in March in NC-only in the high 40 s.
10035	arcade game	arcade	game	3.300000	1.567020	4.500000	0.971825	Not only the first coin-op video arcade game of Football, but also the very first trac-ball game, a control system that gained most of its fame with the arcade classic Centipede.
10036	arcade game	arcade	game	3.800000	1.873800	4.800000	0.421637	The Britannia hosts arcade games, eateries and rides along with a live performance theatre.
10037	arcade game	arcade	game	3.500000	1.354010	4.900000	0.316228	"Codemasters creative director: "" Sometimes I think the hardcore community think we are trying to dumb down the game or turn it into an arcade game, but the commentators on TV are always explaining these things and that 's what we are trying to do."
10038	arcade game	arcade	game	3.700000	1.337490	4.900000	0.316228	If you like MK, classic arcade games, fighting games GET IT!
10039	arcade game	arcade	game	3.700000	1.946510	4.900000	0.316228	Since 2003, we review every day only the best, including casual games, flash games, arcade games, indie games, download games, shooting games, escape games, RPG games, puzzle games, mobile games and much more.
10040	arm length	arm	length	2.000000	1.885620	3.000000	1.885620	There is, however, a possible snag with this hypothesis: the observed coincidences are not sensitive to slight changes in the interferometer arm lengths.
10041	arm length	arm	length	3.500000	1.269300	3.800000	1.549190	He insinuates you ca n't hear differences in wood or arm length, but expects you to pay fairly good money for something he knocked up in his shed with little ability to aurally evaluate it.
10042	arm length	arm	length	2.300000	1.766980	3.900000	1.595130	I know the rear trailing arm length is different on earlier MK 1 s so i 'll probably just have to work out whats easiest to do with trying to use some of the poly bushes etc if possible.
10043	arm length	arm	length	2.100000	2.024850	4.400000	1.577620	I have seen V brakes in arm lengths of 105 mm, 90 mm, 85 mm and 80 mm.
10044	arm length	arm	length	3.900000	2.079000	4.500000	1.581140	He has the body frame of an offensive tackle because he 's a long 6 - foot -5, 262 - pounds with an arm length of 33 Â¾.
10045	armchair critic	armchair	critic	1.900000	2.024850	3.300000	2.311810	Is it possible, as one armchair critic concluded, that he could have been crouching in such an awkward position that the Jezail bullet actually passed through both?
10046	armchair critic	armchair	critic	1.200000	1.032800	3.500000	2.223610	"And if these stalwart blue-water Britishers could have read what Thomas Jefferson was writing at this very time, they would have classed him with the armchair critics who had no proper conception of a sailor 's duty. """
10047	armchair critic	armchair	critic	2.000000	1.825740	3.600000	1.505550	He does not want us to be spectators or armchair critics, but to get involved, loving God and loving our neighbours with His spirit of love and grace in our hearts.
10048	armchair critic	armchair	critic	1.300000	1.702940	3.600000	1.897370	If you look on Twitter or the various Internet forums, you ca n't help but see the armchair critics vying for Mucke 's blood.
10049	armchair critic	armchair	critic	1.300000	1.337490	4.200000	1.475730	It 's tough; you will have to suffer shallow potshots from armchair critics, but you will get a thousand times more upside from those few people who constructively explore a subtle flaw in your perception.
10050	armchair critic	armchair	critic	1.300000	1.702940	4.600000	0.699206	"Cementing his Brownite credentials, Council Leader Mike Freer has used his blog on the Barnet Times to launch an astonishing attack on those he describes as armchair critics "" cosseted by family money."
10051	art critic	art	critic	3.600000	1.712700	3.000000	2.000000	Channel 4 's The Mona Lisa Curse, passionately fronted by art critic Robert Hughes, explores the idea of the ' meaningless ' Mona Lisa, which has been in his words ' transformed from artwork into celebrity icon '.
10052	art critic	art	critic	4.100000	1.595130	3.400000	2.011080	another cried out, as if he had been an art critic.
10053	art critic	art	critic	4.300000	0.948683	3.900000	1.197220	"Study turns pigeons into "" art critics "" A JapÂ­aÂ­nese reÂ­searchÂ­er is reÂ­portÂ­ing that he has trained birds to tell apart "" good "" and "" bad "" chil Â­ dren 's paint Â­ ings."
10054	art critic	art	critic	3.400000	1.897370	3.900000	1.523880	Aleksander Lesser (May 13, 1814 - March 13, 1884 ) was a Polish painter and art critic of Jewish descent.
10055	art critic	art	critic	3.500000	2.013840	4.000000	1.563470	Similarly useful the art critic of any distinction has always found literary culture, and if this has led him sometimes to overdo the matter, it has been due not to his knowledge of literature but to his ignorance of art.
10056	art critic	art	critic	4.100000	1.728840	4.300000	1.636390	Bernier married the love of her life, New York Times art critic, John Russell.
10057	art critic	art	critic	4.500000	0.971825	4.400000	0.843274	But M. H. Spielmann, an English art critic who has scoured every corner of this nook in art, finds that there are at least two dozen paintings of Shakespeare and dozens of miniatures that were trustingly bought as genuine by their present owners.
10058	art critic	art	critic	4.000000	1.699670	4.500000	0.707107	... documentaries, mainly broadcast on Radio 3, and the long running Conversations with Artists series of interviews conducted by the poet and art critic Edward Lucie-Smith.
10059	art critic	art	critic	4.300000	1.251670	4.800000	0.421637	It has been said that Fuseli, the learned art critic, and Sir Joshua Reynolds, the great artist, both asked her hand in marriage.
10060	art critic	art	critic	4.300000	1.567020	4.800000	0.632456	You have reason to be proud, Medoline, that one of our severest art critics has pronounced favorably on your work.
10061	assessment day	assessment	day	3.700000	1.766980	3.100000	2.024850	There was one assessment day, consisting of a critical thinking test, a group exercise, and an interview.
10062	assessment day	assessment	day	4.700000	0.674949	3.200000	1.932180	It is all online teaching based with an assessment day / s somewhere in London or another city.
10063	assessment day	assessment	day	4.600000	0.966092	3.900000	1.728840	It is consists of 3 workshop days, and a further assessment day.
10064	assessment day	assessment	day	3.500000	1.900290	4.500000	0.971825	You need to apply online, and if successful are invited to an assessment day where you 'll take part in a business game with fellow candidates.
10065	assessment day	assessment	day	4.900000	0.316228	4.600000	0.966092	There is an assessment day on Saturday June 2nd at Rugby Town JFC, Kilsby Lane.
10066	axis cylinder	axis	cylinder	1.900000	1.911950	2.200000	2.250930	an impulse or command travels along the motor nerve-fibre or axis cylinder of chickls motor nerve-cell.
10067	axis cylinder	axis	cylinder	1.500000	1.581140	2.400000	2.221110	The numerous filaments came to be known asprotoplasmic processes; the other fibre was named, after itsdiscoverer, the axis cylinder of Deiters.
10068	axis cylinder	axis	cylinder	3.000000	2.260780	2.900000	2.183270	The variation in diameter of the nerve fibers (from 2 to 16 Î¼ ) depends mainly upon the amount of the white substance, though the axis cylinder also varies within certain limits.
10069	axis cylinder	axis	cylinder	2.900000	1.911950	3.200000	1.813530	(3 ) Fragmentation and resorption of myelin and axis cylinder.
10070	axis cylinder	axis	cylinder	3.500000	1.080120	3.700000	1.494430	The white substance of Schwann becomes continuous with the lamellae, whilst the axis cylinder passes into the body, and ends in a small knob or in a plexus.
10071	axis cylinder	axis	cylinder	2.700000	1.636390	3.900000	1.595130	The axis cylinder often suffers damage, as does the myelin sheath, but the destruction of myelin is considered the primary change... syndromes can be clearly distinguished...
10072	baby boy	baby	boy	4.200000	1.619330	4.000000	1.632990	"Oh-h -- baby boy, what wo n't you do next? """
10073	baby boy	baby	boy	4.900000	0.316228	4.000000	1.885620	I have had my baby boy 2 weeks ago now, gave birth at 36 weeks, he came as a surprise one morning.
10074	baby boy	baby	boy	4.600000	0.966092	4.300000	1.251670	In the very midst of this falsehood, there sounds one voice of truth; in the very arms of this giant, there plays the baby boy who is to cleave him to the ground.
10075	baby boy	baby	boy	4.400000	1.577620	4.300000	1.567020	My baby boy is now four weeks old and I have a little girl who is 4 years old.
10076	baby boy	baby	boy	4.400000	0.699206	4.500000	0.707107	"Herod the Edomite also was well aware of the prophecies concerning the birth of the Promised Messiah in Bethlehem of Judea - and when the "" wise men "" of the east came, Herod ordered the death of all young baby boys in the region."
10077	baby boy	baby	boy	4.700000	0.674949	4.800000	0.421637	The Oscar-winner, 36, has adopted a baby boy, her rep said in a statement Wednesday.
10078	baby boy	baby	boy	4.300000	1.337490	4.800000	0.632456	But here is what I saw on that railroad train: five...... the youngest a baby boy of three.
10079	baby boy	baby	boy	4.900000	0.316228	4.900000	0.316228	- - Jerrie 's baby boy, named for me -- Frank Tracy!
10080	baby boy	baby	boy	5.000000	0.000000	5.000000	0.000000	King Henry VIII demanded a divorce from her so that he could take a younger wife (Anne Boleyn ), who might give birth to a baby boy.
10081	baby boy	baby	boy	5.000000	0.000000	5.000000	0.000000	The Welsh Prince Llewellyn had a noble deerhound, whom he trusted to watch the cradle of his baby boy while he himself was absent.
10082	baby shoe	baby	shoe	3.500000	2.223610	3.600000	2.118700	"In a moment she emerged with a pair of faded baby shoes held in the hollow of her hand. """
10083	baby shoe	baby	shoe	2.200000	2.250930	3.700000	2.057510	That 's apparently why we put it on baby shoes.
10084	baby shoe	baby	shoe	4.200000	1.316560	3.700000	2.057510	Nothing at all, at last, but a pair of little red baby shoes tied up very carefully in a bit of white paper all to themselves.
10085	baby shoe	baby	shoe	3.300000	1.766980	4.300000	1.251670	"It reminds me of Ernest Hemmingway who was challenged to write a story in six words - he came up with "" For sale: baby shoes, never worn."
10086	baby shoe	baby	shoe	4.200000	1.475730	4.400000	1.577620	What makes you ask me if I want any baby shoes?
10087	baby shoe	baby	shoe	4.500000	1.269300	4.500000	1.581140	For her she could embroider, ruffle, and tuck; search the city over for the daintiest of baby shoes and the showiest of infant hats.
10088	baby shoe	baby	shoe	3.800000	1.873800	4.600000	1.264910	If you want baby shoes, I 've got the first, second and third best pair.
10089	baby shoe	baby	shoe	3.900000	1.852930	4.900000	0.316228	There are many places to find quality baby shoes without breaking the bank.
10090	baby shoe	baby	shoe	4.300000	1.159500	4.900000	0.316228	There are three categories of soft-sole baby shoes for your kid which include smooth leather sole, suede leather sole and rubber sole.
10091	back door	back	door	1.500000	2.223610	2.900000	2.514400	This was soon thrown out through the back door, never to be seen again.
10092	back door	back	door	3.300000	2.110820	4.200000	1.751190	Truly Harold, you ought to see how stiffly Mrs. Tracy carries herself toward me -- stiffer, if possible, than she did when I came up the front steps in my muddy shoes and she bade me go round to the back door.
10093	back door	back	door	2.700000	2.311810	4.700000	0.674949	"Yous youngsters has been awful bad, "" she reiterated, returning to the back door, and shaking the innocent-looking branch menacingly, "" an ' you 've jist got to be --  to be --  whipped, "" she ended up faintly."
10094	back door	back	door	2.900000	2.330950	4.800000	0.421637	Figured three ' cooks ' was enough so took my time parking the car in the drive and sorting Sally out in the garage, before making my way to the back door.
10095	back door	back	door	2.600000	1.897370	4.800000	0.632456	For example, he has been known to open, first of all, the drawer --  but he never opens the main compartment without first closing the back door of cupboard No.
10096	back door	back	door	2.900000	2.024850	4.900000	0.316228	Front door,, Home Security back door,, Arson Watch Program Agency Interaction and garage, Why You Need a Portable Electric Generator for Hurricanes doors are all vulnerable.
10097	back door	back	door	3.500000	1.178510	4.900000	0.316228	Grabbing her bag, she climbed out of the car and opened the back door.
10098	back door	back	door	3.200000	1.619330	4.900000	0.316228	He paced a lot at first and ran for the back door with every new sound or if he thought he had done wrong (he had previously had some hammerings ).
10099	back door	back	door	2.900000	1.911950	4.900000	0.316228	"The way took them to the alley behind the Wyker House, through a rear gate to the back door of the kitchen, from which it was a short step to the little "" blind tiger "" beyond the dining room."
10100	back door	back	door	3.600000	1.712700	5.000000	0.000000	The way of the thing is to be just this: --  We will steal out of the back door, and run down by the quarters.
10101	back room	back	room	1.800000	1.475730	4.500000	1.080120	(He stands before the door to the back room in an agony of embarrassed emotion --  then he forces himself to a bold decision, pushes open the door and walks in.
10102	back room	back	room	1.600000	1.776390	4.600000	0.699206	You see my chum and me have been going to a private gymnasium, on the west side kept by a Dutchman, and in a back room he has all the tools for getting up muscle.
10103	back room	back	room	1.000000	1.490710	4.600000	0.843274	* BRITONS PROTECTION - Last visit: 2012 - Gt Bridgewater Street, a fantastic interior with a long narrow front bar and an ornate corridor leading to two cosy, dimly lit back rooms, perhaps the most impressive pub interior in Manchester.
10104	back room	back	room	2.300000	2.002780	4.600000	0.843274	My house could be 3 bed: As large back room can be converted which most people...
10105	back room	back	room	3.200000	1.873800	4.700000	0.483046	""" Mitten, "" said a third, "" we are going into Thew 's back room to amuse ourselves with a game of cards for an hour or so; where shall we find you when we come out? """
10106	back room	back	room	2.600000	2.412930	4.700000	0.674949	In the back room of the Severna Park Health Center building is a collection of items that are made available free of charge to persons who are ill or disabled and need aids to assist them in their daily lives.
10107	back room	back	room	1.500000	1.900290	4.800000	0.421637	""" Then he heard a customer in a back room."
10108	back room	back	room	2.300000	2.002780	4.800000	0.421637	...... The rigid bodies of two gray-haired men were found shortly before 2 o'clock yesterday afternoon stretched upon the floor of a back room on the premises No.
10109	back room	back	room	3.400000	1.577620	4.900000	0.316228	One of the counselors asked us to play it and we huddled in the back room, trying to remember what key it was in.
10110	back room	back	room	3.400000	1.776390	5.000000	0.000000	"He was with Nell Hunter in the back room of a saloon over at the county seat, "" he shouted. """
10111	back window	back	window	1.300000	1.888560	3.800000	2.043960	I even dared to cross one leg over the other and to swing the pendant member with nonchalant air, first taking a cautious survey of the neighboring back windows to see if...... ruffled curtains, but I grew splendidly indifferent.
10112	back window	back	window	3.000000	1.825740	3.900000	1.523880	Spring now, lads, to the back windows, and each of you cover your man as the riders from the meadows come within shot.
10113	back window	back	window	3.000000	2.108190	4.000000	1.885620	all that, and more, --  the fences which they have neglected; the garden gate off the hinges; the limbs of the old birch tree broken down for firewood; the back windows ornamented with an old hat, --  Edward.
10114	back window	back	window	3.400000	2.170510	4.500000	0.971825	One particular behavioural change I 've noticed in the last week is that Paddy always used to lie down in the boot of the car and drool excessively, now he prefers to sit up and look out of the back window.
10115	back window	back	window	2.600000	2.366430	4.500000	1.269300	"Mary Grey went to the back window and looked out upon the pleasant garden, verdant and...... joined her. """
10116	back window	back	window	3.900000	1.197220	4.700000	0.674949	At the moment as my little boy is facing backwards I have suctioned it to the back window so when I look in my rear view mirror I can then see this mirror and see him in the reflection.
10117	back window	back	window	3.500000	1.900290	4.800000	0.421637	From the back window of the comfortable house he built near Bradford for himself and Renee, Ken has a view of Ilkley Moor and distant Ingleborough and Whernside.
10118	back window	back	window	3.300000	1.567020	4.900000	0.316228	My sig is a sticker I have in the back window of the Beathty Bus.
10119	back window	back	window	3.700000	2.057510	5.000000	0.000000	A bullet went through the back window of the car and hit the girl in the back of the head as she was sitting in the back seat on the driver 's side of the car, KTLA-TV station reported.
10120	back window	back	window	3.300000	2.162820	5.000000	0.000000	She turned her shoulder on him, stared through the back window, studying this typical center of a typical Main Street block, a vista hidden from casual strollers.
10121	balance case	balance	case	1.000000	1.224740	1.444440	1.943650	The court works hard to balance cases requiring immediate or accelerated disposition against cases where the decisional process can be more orderly and deliberative; in all cases we strive to get it right and to achieve consensus, while tending to many other duties.
10122	balance case	balance	case	1.800000	2.250930	2.000000	2.403700	As I said in my post it is a balance case of to long and players just leave, to short and people lack the needed skill set to drive a tank.
10123	balance case	balance	case	3.000000	1.943650	2.100000	1.791960	Finally, Figure 5 presents the maximum SNR threshold that can be guaranteed for a given outage probability when implementing the proposed DBF algorithm in a perfect channel power balance case (i.e., when Î´ = 0 dB ).
10124	balance case	balance	case	3.400000	1.429840	2.400000	2.011080	There is a ' Credit Balance Transfer Protocol ' document on the Intranet that offers guidance for transferring credit balance cases to the NDU.
10125	balance case	balance	case	2.300000	1.946510	3.500000	1.649920	do you think judge judy 's producers purposely balance cases based on ethnicity to hide the ' reality ' most claimants in the american justice system are jewish?
10126	ball game	ball	game	2.222220	1.986060	2.888890	2.147350	""" Hockey is popular in Minnesota [where Mitchell spent more than three NHL seasons with the Wild ], but being back playing in a Canadian city is a whole different ball game with the crazy amount of attention you receive, "" says Mitchell."
10127	ball game	ball	game	3.800000	1.873800	4.000000	1.699670	DOCTOR HENRY RUMSEY Just a blow there in a school boy fight --  about a ball game, was n't it?
10128	ball game	ball	game	4.700000	0.674949	4.200000	1.475730	"Good thing I did n't win any more ball games for him, "" old Casey said gloomily when he heard the news. """
10129	ball game	ball	game	4.300000	1.567020	4.300000	1.567020	""" We 're not talking about a ball game, or a marriage, or graduating from college."
10130	ball game	ball	game	3.700000	2.057510	4.300000	1.636390	Today 's sumÂ­mer picÂ­ture is of some of the fireÂ­works afÂ­ter the ball game feaÂ­tured yes Â­ ter Â­ day.
10131	ball game	ball	game	4.600000	0.516398	4.600000	0.966092	In the ball game, for example, among the Senecas, they play by phratries, one against the other, and they bet against each other upon the result of the game.
10132	ball game	ball	game	4.444440	1.013790	4.666670	0.500000	You can leave work at lunchtime, catch the Red Line north to Addison, step off and walk a block west to a ball game.
10133	ball game	ball	game	4.200000	1.475730	4.700000	0.674949	What 's that they...... new kind of a ball game, ai n't it?
10134	ball game	ball	game	4.900000	0.316228	4.700000	0.948683	There are also Tennis courts and a huge grassed area for ball games.
10135	ball game	ball	game	3.700000	1.828780	4.900000	0.316228	She requested him to discontinue his visits, and, to emphasize her remarks, she refused an invitation from him to attend a ' ball game and accepted one from another admirer.
10136	ballet shoe	ballet	shoe	3.700000	2.110820	4.800000	0.632456	It 's worth trying them on as my daughter normally takes a size 7 and the ballet shoes are a size 9 (her tap shoes are size 7 ).
10137	ballet shoe	ballet	shoe	4.200000	1.619330	4.900000	0.316228	I know our dance school sells second hand ballet shoes which other girls have handed in, very cheaply then the mum gets the money when / if they sell.
10138	ballet shoe	ballet	shoe	4.600000	0.966092	4.900000	0.316228	She stands with both arms bent upward and extended outward from her body and is shown wearing a dark pink bow in her hair, a pale pink leotard, a mulberry-colored waist ruffle, and dark pink ballet shoes.
10139	ballet shoe	ballet	shoe	4.600000	0.966092	5.000000	0.000000	I got these pumps, they really look like ballet shoes but have a firmer soul - they are so so so comfortable I cannot begin to tell you!
10140	ballet shoe	ballet	shoe	4.300000	1.567020	5.000000	0.000000	There are 2 types of ballet shoes, satin & leather.
10141	ballot box	ballot	box	4.500000	1.269300	3.700000	1.567020	There is no other country in the world where forty million people on a single day will go to the ballot box to expess their determination.
10142	ballot box	ballot	box	3.700000	1.418140	3.800000	1.475730	Every legal voter should be protected in the full enjoymeut of his rights at the ballot box, and at the same time no one should be allowed to cast a vote who has not all the qualifications of a legal voter.
10143	ballot box	ballot	box	3.500000	2.013840	4.100000	1.197220	We almost despair of bringing the intelligence and virtue of this nation, or of this State and community, to the ballot box.
10144	ballot box	ballot	box	4.300000	1.337490	4.100000	1.663330	A peaceful regime change can come through the ballot box and a violent change is either through an uprising (intifada ) or a coup.
10145	ballot box	ballot	box	4.200000	1.619330	4.200000	1.398410	But the Gorman men have absolute control of the ballot boxes and of the machinery of elections on the day of election and for the canvass.
10146	ballot box	ballot	box	4.500000	0.971825	4.200000	1.619330	A Budget comprising back-of-the-envelope sums and delivered with one eye on the ballot box was not the Budget that Britain needed.
10147	ballot box	ballot	box	3.900000	1.595130	4.300000	0.823273	We need to begin thinking of political organization that has little to do with the ballot box.
10148	ballot box	ballot	box	4.100000	1.370320	4.300000	1.159500	Odell and Chairman Dunn have no dcubt about the result of the election if the Republican vote which has been registered is put into the ballot boxes.
10149	ballot box	ballot	box	4.900000	0.316228	4.600000	0.699206	After the fifth ballot was cast and the ballot box containing the votes of the 115 cardinal electors opened, the ballots were counted as always before being scrutinised and the resulting number was 116.
10150	ballot box	ballot	box	4.700000	0.674949	4.800000	0.421637	""" Everywhere there were reports of ballot boxes arriving at polling stations already stuffed with papers."
10151	ballot paper	ballot	paper	3.500000	1.354010	3.800000	1.475730	However, such is the dire state of the Labour left, he was unable to secure sufficient nominations even to get onto the ballot paper and he was almost totally blanked by the bourgeois media.
10152	ballot paper	ballot	paper	3.900000	1.595130	3.800000	1.686550	"There is a loud demand from many concerned, educated people to include "" none of the above "" option in the ballot paper while casting vote."
10153	ballot paper	ballot	paper	4.100000	1.286680	4.000000	1.054090	These comparative figures indicate that the percentage of spoilt ballot papers will not be significantly increased with the STV-PR voting system.
10154	ballot paper	ballot	paper	3.800000	1.549190	4.500000	0.707107	Near some polling stations in the township, voters were directed to buildings where ruling party activists told them to record the serial numbers of the ballot paper they received at the voting booth and to return with it.
10155	ballot paper	ballot	paper	4.300000	0.948683	4.600000	0.699206	If you are a postal voter, you will be sent ballot papers, but again you do not have to use them if you do not want to.
10156	ballot paper	ballot	paper	4.400000	1.264910	4.800000	0.421637	An equal number of red and of blue labels lay on the table, for tying up the successive packets of a hundred ballot papers for one or the other candidate.
10157	band spectrum	band	spectrum	1.900000	1.449140	2.600000	1.897370	There is a break in the OH - band spectrum in the long wavelength side of the K bandpass, but this is just where thermal emission starts to become a problem.
10158	band spectrum	band	spectrum	2.600000	2.065590	3.300000	1.636390	This is apparent through the recent 850 MHz band spectrum auction for CDMA 2000 services, to ensure continuity of roaming services for China 's visitors using CDMA handsets.
10159	band spectrum	band	spectrum	2.200000	1.873800	3.500000	1.433720	The majority of systems operate in the internationally IMT -2000 core band spectrum of 1920 - 1980 MHz paired with 2110 - 2170 MHz.
10160	band spectrum	band	spectrum	3.000000	1.825740	4.000000	1.247220	That means it will take longer to build and test but it will be able to deliver more data than conventional satellites because it will use Ka band spectrum.
10161	band spectrum	band	spectrum	2.200000	1.316560	4.100000	0.994429	As licensed spectrum is a finite resource, operators will also need to leverage unlicensed Wi-Fi spectrum to augment their licensed band spectrum in order to ensure good capacity well into the future.
10162	bank card	bank	card	3.900000	1.852930	4.200000	1.619330	Just like giving your bank card to a shop assistant or getting petrol on the garage, so long as you 're taking some basic guidelines buying over the internet is nothing to cause concern.
10163	bank card	bank	card	4.100000	1.197220	4.400000	0.966092	I use my check card to pay for purchases whenever possible (which is easy to do now that most retailers are bank card focused ).
10164	bank card	bank	card	3.800000	2.097620	4.400000	1.264910	"A further decisive factor is G & D 's many years of experience gained by way of its own bank card personalization activities, "" says Michele Gallucci, managing partner of Metalplex."
10165	bank card	bank	card	4.300000	0.948683	4.800000	0.421637	Does not include rewards cards, telephone or technology cards or prepaid bank cards.
10166	bank card	bank	card	3.900000	1.911950	4.800000	0.421637	Keep your valuables in different places on your person, eg keep your phone in your pocket, your bank cards in your purse and your money in your jacket.
10167	barn door	barn	door	3.800000	2.043960	4.000000	2.108190	It was bit like locking the barn door after the horse was out as most of our kids have already had what appeared to be the flu a month ago.
10168	barn door	barn	door	4.200000	1.316560	4.300000	1.636390	Turning around, I saw a heavy old rope dangling in front of me, and I glanced up to where it was looped through a ring attached to a beam over the barn doors.
10169	barn door	barn	door	4.300000	1.159500	4.400000	1.264910	We had 8 years of a Dumb Cowboy President shooting from the hip and missing a barn door so it seems refreshing to have a president who does n't borrow his dialogue from B movies.
10170	barn door	barn	door	4.500000	1.269300	4.400000	1.264910	I hear the barn door swingin ' an ' old Whitey mooin ' as if even she was scared.
10171	barn door	barn	door	4.000000	1.154700	4.500000	0.971825	(Exit Constable through barn doors, with guns. )
10172	barn door	barn	door	4.600000	0.966092	4.500000	1.269300	It 's like hitting a barn door with a howitzer.
10173	barn door	barn	door	4.500000	0.707107	4.600000	0.699206	"The widow caught a glimpse of him standing in the barn door, and, as if borne by the wind, she flew toward him, crying, "" He shall be my protector! """
10174	barn door	barn	door	4.600000	0.966092	4.600000	0.966092	I opened the barn doors and saw that the hay was on fire.
10175	barn door	barn	door	4.900000	0.316228	4.700000	0.674949	What Obama is doing is like closing the barn door after the horse has escaped.
10176	barn door	barn	door	4.500000	0.849837	4.800000	0.421637	A hundred times she had seen her father return from drives in...... all to the loiterers by the barn door.
