ContextID	ParticleVerb	Base	Particle	Avg	Std	Context
30139	close down	close	down	2.400000	1.429840	The mean spiritness from the Republicans who think those unemployed are malingerers, while companies were leaving and closing down in this state after the first wave of unemployment of the recession hit.
30140	cool down	cool	down	2.400000	1.646550	I grew to like the temperature reading on the bottle and if we linger at dinner, I know when to slip a chill bag over the top to cool it down.
30141	take down	take	down	2.400000	1.837870	Calamari is taking you down the same road he took Memphis down and trouble has followed him wherever he has gone.
30142	track down	track	down	2.400000	1.897370	Unable to track down its origins, researchers in Brazil used an ingenious - if grisly - method to come up with their own estimate.
30143	break down	break	down	2.400000	1.897370	An intellectual revolution is sweeping over the world, breaking down established opinions, dissolving the foundations on which historical faiths have been built up.
30144	break down	break	down	2.400000	1.955050	The obstructed rays of the summer sun broke softly down through the small wavy openings among the breeze-moved foliage above to the variegated carpet of flowers beneath, and well was the scene graced by the two lovely maidens who now occupied it.
30145	strike down	strike	down	2.400000	2.011080	"One dying and another dead, and both struck down by the same cause. """
30146	shoot down	shoot	down	2.400000	2.270580	One friend down, a bullet hole in his shoulder, shot as a raiding cattle thief; another friend looking to have lost his boyish nature with the...... were through the wickedness of a woman.
30147	break down	break	down	2.500000	1.433720	Shiatsu Ayuravedic Holas massein Q 17 when breaking down toxins where would you drain to?
30148	pin down	pin	down	2.500000	1.433720	The hail and sleet were harder than I had yet felt them; seeming to almost pin us down to the rigging.
30149	slow down	slow	down	2.500000	1.433720	"If you are afraid, I 'll slow down and you can jump off, "" and his brown eyes sparkled with the double delight of getting his heart 's desire and astonishing his friend at the same time by his skill and coolness. """
30150	shut down	shut	down	2.500000	1.509230	She said she is going to have her lawyers shut him down.
30151	run down	run	down	2.500000	1.581140	The shivers that kept running down my back every time his lips brushed my ear were driving me insane.
30152	track down	track	down	2.500000	1.779510	Suppose that some enemy of his old life had tracked him down and committed this crime, what possible reason could he have for taking his wedding ring?
30153	hunt down	hunt	down	2.500000	1.840890	He had seen and heard such a hundred times since that fatal wedding evening, and when he had hunted them down, the illusion had vanished, and his lost love was as lost as ever.
30154	let down	let	down	2.500000	1.840890	A shield, either stationary or so arranged, if necessary, as to let down at once iu front of the wheel at the turn of the brake, would probably prevent mite out of ten such falls from resulting seriously.
30155	pin down	pin	down	2.500000	1.900290	Second, the notion that human behavior is often intentional under one description but not under another is itself hard to pin down.
30156	take down	take	down	2.500000	1.900290	Google lists eight reasons on its YouTube Community Guidelines page for why it might take down a video.
30157	walk down	walk	down	2.500000	2.013840	""" We started walking down the street, where of course we ran into somebody we knew."
30158	let down	let	down	2.555560	2.006930	Recognizing this open resentment, my companion let down a thick automobile veil which effectually hid her face.
30159	cool down	cool	down	2.600000	1.264910	Our earth is cooling down at this moment, unless the warmth which it receives from the sun exactly counterbalances the loss by radiation of internal heat.
30160	break down	break	down	2.600000	1.429840	Me and jer broke down the gear while watt slung the merch; I went to go change my shirt, then we loaded up the boat.
30161	calm down	calm	down	2.600000	1.429840	Well, they had it back and forth like that for maybe five minutes before Z. K. starts to calm down a bit.
30162	boil down	boil	down	2.600000	1.646550	The key product of the whale was its blubber which could be boiled down to produce an oil used for lighting street lamps, to lubricate machinery and in soap.
30163	tear down	tear	down	2.600000	1.712700	In that vein, I 'm not surprised developers were trying to tear it down.
30164	narrow down	narrow	down	2.600000	1.776390	By the end of your junior year, try to narrow down what truly interest you.
30165	boil down	boil	down	2.600000	1.776390	It is evident, however, that they soon gave up this delusion, and that for want of the genuine...... cuit, or cooked wine, which had at all times been cleverly prepared by boiling down new wine and adding various aromatic herbs to it.
30166	hold down	hold	down	2.600000	1.837870	I think that if you work things right and hold down expenses and make the sales and purchases and other sales you have in mind, you 'll get away with your deal.
30167	set down	set	down	2.600000	1.837870	Nate set down on the trestles and waited for the sound of the smash.
30168	throw down	throw	down	2.600000	1.955050	But -- and she gave a cry of pain as the thought struck her -- perhaps it was only his lifeless body that......, and thrown him down there afterwards.
30169	write down	write	down	2.666670	1.870830	World leaders have always known this and the mayans and other ancient civilizations wrote it down.
30170	narrow down	narrow	down	2.666670	1.870830	He is not broad, intelligent, liberal, and sympathetic, but is narrowed down to a sordid, grasping existence.
30171	write down	write	down	2.700000	1.251670	Secure the stick in place with another piece of cloth and write down the time it was applied.
30172	calm down	calm	down	2.700000	1.418140	If he persists just either put him in the kitchen or in his crate if hes got one and leave him to calm down for 10 minutes.
30173	shut down	shut	down	2.700000	1.494430	They were manufacturing U.S. Army M -14 s when that plant finally shut down in 1968.
30174	close down	close	down	2.700000	1.567020	I think limiting the way you interact is closing down the avalible options that were fortunate to have, i think the emphasis should be on all forms of interaction, online chat to meeting in person.
30175	pass down	pass	down	2.700000	1.567020	Equally if we got the low wooden beam fence removed or put back this would give enough room for cars to pass down the tiny cul-de-sac for numbers 115,117,119,121 Thatcham.
30176	put down	put	down	2.700000	1.567020	Does Egypt follow the Roman practice of not sending solders to their home towns to put down rebellions.
30177	burn down	burn	down	2.700000	1.567020	"Guess the poles are burned down, "" a fellow 's voice answered. """
30178	narrow down	narrow	down	2.700000	1.567020	"Then the thing which he grieves to leave is narrowed down to a person --  to the person whose "" dewy looks "" had sunk into his breast, and whose seducing words had "" stirred poison there. """
30179	hold down	hold	down	2.700000	1.636390	We are the frame work that supports the people we love; we nurture our young and care for our elderly, we hold down jobs and still run our homes.
30180	tear down	tear	down	2.700000	1.636390	Also, forests and grasslands are being torn down to grow biofuels, and this releases sequestered carbon.
30181	send down	send	down	2.700000	1.636390	If Merwell did n't want to take our word, why did n't he send a man down?
30182	hold down	hold	down	2.700000	1.766980	"Hold down your heads, girls: if it 's anybody that knows us, we 're lost. """
30183	track down	track	down	2.700000	1.828780	co.uk ] of Fife, Scotland, is interested in tracking down the source of the ' Wicked Lady ' Kate Ferrers of Markyate Cell story which inspired the novel and film of the 1940 s.
30184	drive down	drive	down	2.700000	1.888560	The sheep were not yet driven down into the valleys, and they and the wild ponies stood and stared boldly at the solitary boy, without fleeing from his path, as if they had long since forgotten how the bilberry gatherers had delighted in frightening them.
30185	boil down	boil	down	2.700000	2.002780	To-day, after the heat had cooked it and boiled it down, the swing into the Hoosier circle by Mr. Hill seemed a good dual smaller than it was last night.
30186	strike down	strike	down	2.700000	2.002780	His child, A pale boy, struck you down, and spurned you --  spurned you.
30187	send down	send	down	2.800000	1.229270	""" But why do n't you send her down things? """
30188	slow down	slow	down	2.800000	1.398410	After a running touchdown she swiftly slows down to a trot and finally comes to a complete standstill on the middle of the bridge.
30189	boil down	boil	down	2.800000	1.549190	--  The drug known as catechu is principally prepared from this tree, the wood of which is boiled down, and the decoction subsequently evaporated so as to form an extract much used as an astringent.
30190	drive down	drive	down	2.800000	1.619330	"I 'd drive down once and get all you needed for the day. """
30191	cut down	cut	down	2.800000	1.686550	The Italian quota is now cut down to less than 5,000.
30192	settle down	settle	down	2.800000	1.686550	growing along the path to the little home we would at last settle down in when we were old.
30193	hunt down	hunt	down	2.800000	1.813530	Then would I see my allies -- the friends whom I seduced into rebellion and then abandoned -- destroyed in detail -- pursued, hunted down, exiled, and martyred before my eyes.
30194	back down	back	down	2.800000	1.873800	With his throat throbbing to the impulse of new-born hope he......, backed himself out and down upon the top step, and by means of a dubious illumination percolating through the fanlight above the inner door he made out the figures upon the lintel.
30195	tear down	tear	down	2.800000	1.873800	JONAS Yes; come to tear down homes, And leave...... so they dwelt; for Zion was their home; And thereunto they gave what you deny, The riches of their loins.
30196	hunt down	hunt	down	2.900000	0.994429	Six young individuals who are torn from OUR universe and wind-up in another, scary one where they are not welcomed and are hunted down by many who want to kill them.
30197	cool down	cool	down	2.900000	1.197220	"...... a tall slim glass of frosty drink, that smelled of wild grapes, tasted of oranges, and cooled him down to the soul again, was put into his hand and he gulped it greedily. """
30198	narrow down	narrow	down	2.900000	1.286680	If you need to make your search more specialised then you can narrow it down by postcode or search radius in Loddington.
30199	come down	come	down	2.900000	1.370320	The A 5 runs to the south, while the A 444 and the A 447 come down from the north.
30200	pull down	pull	down	2.900000	1.523880	Betty doubted if she had the strength in her arms to pull the creature down to a walk now that she was started.
30201	settle down	settle	down	2.900000	1.523880	An effort was made to continue their...... some days of wearying toil, this was given up as a hopeless task, and despair settled down upon their souls.
30202	shut down	shut	down	2.900000	1.595130	Button factories all shut down with a strike, and no market: and as for pearls, they ai n't none.
30203	slow down	slow	down	2.900000	1.595130	But the rest of the day it would keep on slowing down and fooling along until all the clocks it had left behind caught up again.
30204	close down	close	down	2.900000	1.663330	Upon arriving, be found that it bad been provided, but that the windows were down and could not be closed.
30205	run down	run	down	2.900000	1.791960	The Garden was kept at a lower level to the rest of the surrounding area to enable access to the main drain which ran down St Annes Road, under the Sunken Garden and then out to sea.
30206	settle down	settle	down	2.900000	1.791960	As this counted for much with him,...... place in the early spring, and after a protracted honeymoon they settled down in Montreal towards the beginning of winter.
30207	tear down	tear	down	2.900000	1.791960	1 Fifth Avenue --  which seems to indicate that they are deviating from their original job of tearing down houses toward the more refined one of simply gouging the treasures from the insides of houses.
30208	tear down	tear	down	2.900000	1.911950	If the silos provide other benefits-as they so often do-do n't tear them down.
30209	tear down	tear	down	2.900000	1.969210	I must tear down and cut out A path for the weak, That no more they be shut out From good which they seek!
30210	walk down	walk	down	2.900000	1.969210	The Count starts, nervously, looking at the Doctor, then walking...... L., quickly and nervously, walks down L., touching his forehead with his handkerchief Count.
30211	step down	step	down	2.900000	2.024850	July 18: James Murdoch is again under pressure amid reports that he will be forced to step down as chairman of BSkyB by the end of the week.
30212	shut down	shut	down	3.000000	1.054090	He shut down the gate and tore...... to the sheep-pen, where the bank was muddy and trampled.
30213	close down	close	down	3.000000	1.154700	Some have speculated that TrueCrypt may have been pressured to close down in the face of government scrutiny, as encrypted-email service Lavabit was in 2013.
