ContextID	ParticleVerb	Base	Particle	Avg	Std	Context
70011	abbringen	bringen	ab	0.700000	0.948683	Lorelai gab schließlich auf, sie wusste wenn sich Rory etwas in den Kopf gesetzt hatte, war sie schwer davon abzubringen.
70012	absegnen	segnen	ab	0.700000	1.059350	Gestern hat die große Tarifkommission von Verdi den Kompromiss abgesegnet, wonach rund 28.000 Karstadt-Mitarbeiter auf rund 150 Millionen Euro verzichten sollen.
70013	abwickeln	wickeln	ab	0.700000	1.059350	Ich halte es für bedenklich wie naiv wir doch noch immer einen Teil unserer Kommunikation über Facebook abwickeln, ohne überhaupt zu wissen, welche Wege unsere Nachrichten gehen.
70014	ablehnen	lehnen	ab	0.700000	1.251670	Die Linken lehnen sie ab, und die Grünen wollen sie schrittweise abschaffen, indem sie für eine einseitige Abrüstung der NATO plädieren.
70015	abschließen	schließen	ab	0.700000	1.251670	Thorben Marx will &quot; den Abwärtstrend schnellstmöglich stoppen, sonst könnte es richtig ungemütlich werden &quot;, schloss der defensive Mittelfeldspieler ab.
70016	ablehnen	lehnen	ab	0.800000	0.788811	Das habe ich dann abgelehnt und wollte auch echte Schauspieler im Film haben.
70017	absegnen	segnen	ab	0.800000	1.032800	Sobald die Vorschläge von Ihnen abgesegnet wurden, beginnen wir mit der Umsetzung.
70018	abneigen	neigen	ab	0.800000	1.135290	Wir haben uns mit allen Parteien kritisch und ausgewogen auseinander gesetzt und waren auch - siehe die Kommentare im Blog hier - Kritik gegenüber nicht abgeneigt.
70019	abstatten	statten	ab	0.800000	1.229270	Einst wurde hier nach Erz geschürft und bis heute können Gäste mit einem Ferienhaus oder einer Ferienwohnung in Breitenbrunn dem Besucherbergwerk St. Christopherus einen Besuch abstatten.
70020	abklingen	klingen	ab	0.800000	1.316560	Die Haurötungen klingen nach 2 - 5 Tagen wieder ab.
70021	ablehnen	lehnen	ab	0.900000	1.100500	Wie wir vorgestern angeführt, hat die Kammer der Abgeordneten unterm 3 April den Art. I auch in obiger Fassung abgelehnt, dagegen allen anderen Beschlüssen der Kammer der Reichsräte zugestimmt.
70022	abklingen	klingen	ab	0.900000	1.197220	Während noch im Kunstschöpferischen die körperliche Miterregung beim Geistesschaffen als ein belangloses Nebenher ohne weiteres abklingt, verhält es sich im Erotischen, im Leibesschöpferischen deshalb nicht mehr ebenso.
70023	abstatten	statten	ab	0.900000	1.197220	Die Minister des Äußeren und des Krieges anzuhalten, über Ausgabe ihrer Geheimen Fonds Rechenschaft abzustatten.
70024	absegnen	segnen	ab	0.900000	1.370320	Die Berechungsmethode ist nicht wissenschaftlich untermauert und auch nicht politisch abgesegnet.
70025	ablehnen	lehnen	ab	0.900000	1.523880	Hierbei verweist sie auch auf die Tatsache, dass der Ausschuss in seiner Sitzung am 21.11.2006 zwar den Antrag der BWG-Fraktion abgelehnt habe, die Ernsthaftigkeit des Arbeitsauftrages jedoch nochmals bekräftigte.
70026	abwickeln	wickeln	ab	0.900000	1.523880	Nach dem Studium des Rechtswesens in Erlangen und Göttingen, nahm er sich in seiner Heimatstadt Heilbronn eine vermögende Apothekertochter zur Frau und arbeite als Anwalt 1796 rief er das Schwäbische Industriekontor ins Leben, welches die Rekonstruktion von Malereien und anderen Kunstwerken abwickelte.
70027	abzeichnen	zeichnen	ab	1.000000	1.054090	Erst nach 1525 / 30 scheint sich ein Trendwechsel mit deutlich steigender Kurve abzuzeichnen.
70028	abschütteln	schütteln	ab	1.000000	1.247220	Dann würde ich sofort nach links ausscheren und dann von hinten angreifen bis ich dann alle &quot; Mitläufer &quot;, abgeschüttelt habe und somit als einsame Spitze über den ersten Hügel fahre...
70029	abwickeln	wickeln	ab	1.000000	1.247220	Bei Fragen zum Thema Scheidungsrecht im Kreis Teltow-Fläming können Ratsuchende sich an Anwälte wenden, damit das Scheidungsverfahren rechtlich korrekt abgewickelt wird und keiner der Ehepartner das Nachsehen hat.
70030	abstatten	statten	ab	1.000000	1.247220	Das große Ereignis des Jahres vom sportlichen Standpunkte aus war der Besuch, den eine vom Hauptverbande der englischen Fußballspieler entsandte Mannschaft in Berlin, Karlsruhe und Prag abstattete.
70031	abschütteln	schütteln	ab	1.000000	1.414210	Um die Cops abzuhängen zerstört Ihr entweder sämtliche Fahrzeuge der Verfolger oder schüttelt sie ab.
70032	abwickeln	wickeln	ab	1.000000	1.414210	"""Was wird mein Vater sagen?"" kam es darauf langsam und unheimlich abgewickelt deutlich von ihren Lippen."
70033	abstatten	statten	ab	1.000000	1.490710	Dem amerikanischen Nord-Süd-Gipfel des Duos N.A.S.A. hat sie zusammen mit Reggae-Redner Sizzla und CSS-Frontfrau Lovefoxxx einen kurzen Besuch abgestattet.
70034	abklingen	klingen	ab	1.000000	1.632990	Erst als ich aus dem Laden war konnte das wieder einigermaßen abklingen.
70035	absegnen	segnen	ab	1.000000	1.632990	Die Geschäftsordnung ist inzwischen positiv verabschiedet; die Jugendordnung wird in Kürze bei einem Vereinsjugendtag &quot; abgesegnet &quot;.
70036	abbringen	bringen	ab	1.100000	0.994429	Wir hoffen natürlich, daß Sie diese Bemerkungen nicht davon abbringen, sich für das A -100 zu entscheiden.
70037	abklingen	klingen	ab	1.100000	1.370320	Aber den Hype um die herbe Bella und ihre freundlichen Vampire hat auch diese Maßnahme nicht abklingen lassen, wie die Nachrichten von erneut weltweit vor den Lichtspieltheatern campierenden Anhängern belegen.
70038	abneigen	neigen	ab	1.100000	1.370320	Ließe Autor das Wort &apos; gleichwertig &apos; weg, wäre ich dem Satze weit weniger abgeneigt.
70039	abstatten	statten	ab	1.100000	1.370320	"Indem allen Vorbenannten auf diesem Wege für das dem Vereine bewiesene Wohlwollen der verbindlichste Dank abgestattet wird, wird um weitere gütige Unterstützung des ""Czernowitzer Asylverein"" ergebenst gebeten."
70040	abklingen	klingen	ab	1.100000	1.523880	Der Tag klingt ab, allen Dingen kommt nun der Abend, auch den besten Dingen; hört nun und seht, ihr höheren Menschen, welcher Teufel, ob Mann, ob Weib, dieser Geist der Abend-Schwermut ist!
70041	abbringen	bringen	ab	1.100000	1.663330	Wenn es anfangs nicht immer so toll klingt, möchte ich mich jetzt nicht davon abbringen lassen.
70042	abzeichnen	zeichnen	ab	1.100000	1.852930	Als dann immer mehr Texte und Bruchstücke gefunden wurden, zeichnete es sich ab, daß dieses Epos nicht nur ein literarisches Werk war, sondern bei den babylonischen Neujahrsriten als heiligste historisch-religiöse Schrift verlesen wurde.
70043	abneigen	neigen	ab	1.200000	1.032800	Als ich mein Anliegen erklärte und einen verhältnismäßig hohen Preis anbot, schien der Mann nicht abgeneigt, ein vorteilhaftes Geschäft zu machen.
70044	abstatten	statten	ab	1.200000	1.032800	"Als wir unseren Dank abstatteten, und ich mein Befremden ausdrückte, sagte der Vater: "" du kannst darüber ganz ruhig sein; ich tue mir und Klotilden keinen Abbruch."
70045	abstatten	statten	ab	1.200000	1.135290	Wenn man schon in Holland ist würde ich dem derzeitigen Staatsfeind Nr. 1 Carlos einen besuch abstatten.
70046	abhauen	hauen	ab	1.200000	1.398410	Danach nahmen sie ihm während einem Trainingscamp in Finnland den Pass ab, weil sie Angst hatten, er würde in die USA abhauen...
70047	ablehnen	lehnen	ab	1.200000	1.398410	Einen Frieden ohne Grenzverschiebungen lehnt Heuss ab, befürwortet er doch im Sinne des Naumannschen Mittel - europakonzepts eine Zurückdrängung Russlands und eine Einbeziehung der östlichen &quot; Zwischenvölker &quot; in eine mitteleuropäische Staatsgruppe unter deutscher Vorherrschaft.
70048	absehen	sehen	ab	1.200000	1.398410	Denn es scheint so, als hätte es jemand auf diesen abgesehen - und nur die SC stehen zwischen Leben und Tod des Händlers.
70049	abhaken	haken	ab	1.200000	1.619330	Ihm ist die Brach abgehakt. - Frischbier, II, 406.
70050	absehen	sehen	ab	1.222220	1.394430	Im Forumdeluxx wird auf 640x480 gebencht und PCGH mit 1024x768, mal abgesehen davon dass sich Systeme nicht nur durch eine CPU unterscheiden...
70051	abbringen	bringen	ab	1.300000	0.823273	Auch zeigt sich die Fortentwicklung der alten Gewohnheit noch darin, daß man noch heute einen Jungen, der Deutsch lernen will, nur mit Mühe davon abbringen kann, Schillers Gedichte oder Lessings sehr beliebte Minna von Barnhelm als erstes Unterrichtsbuch in die Hand zu nehmen.
70052	abstecken	stecken	ab	1.300000	1.251670	Es liegt in der Natur dieser Reise (und es ist ihr Reiz ), daß die Tagesetappen nicht genau abgesteckt werden und sich leichte Änderungen ergeben können.
70053	abtragen	tragen	ab	1.300000	1.337490	Habe mir mit einer Stecknadel die obere Schicht der Fingernägel abgetragen, habe mit einer Nagelschere kleine Stücke Haut rausgeschnitten, etc.
70054	abnehmen	nehmen	ab	1.300000	1.337490	Wrangel sah den Glanz abnehmen, so wie er sich um Nischne-Kolymsk vom Litoral des Eismeers entfernte.
70055	abstatten	statten	ab	1.300000	1.418140	Ich stattete außerdem wenige Tage später der Abteilung Waldtrudering einen Besuch bei deren Tag der offenen Tür ab.
70056	abschütteln	schütteln	ab	1.300000	1.636390	Wir fühlten uns heute sehr stark und fuhren den Passo Fedaia und Passo Falzarego von vorne in der Gruppe mit hohem Tempo, um weitere Teams abzuschütteln.
70057	abklingen	klingen	ab	1.300000	1.828780	Sie sind leicht zu begeistern, aber diese Begeisterung klingt ebenso schnell wieder ab.
70058	abschließen	schließen	ab	1.300000	1.828780	Es kann passieren, dass ich ~ 4 h spiele, bis ich die mir vorgenommene Anzahl Treffer eines Feldes abgeschlossen habe (in dem Falle 50 * Bullseye ), aber eher gehe ich nicht vom Board.
70059	abnehmen	nehmen	ab	1.300000	1.946510	Immobilienkaufleute verfolgen den Bauprozess von Anfang bis Ende, überwachen dabei die Bauausführung, kontrollieren die Baurechnungen und nehmen den fertigen Bau ab.
70060	abneigen	neigen	ab	1.400000	1.264910	Das wäre selbst Gravenreuth unter Niveau gewesen, der sonst &quot; nicht netten &quot; Sprüchen nur selten abgeneigt war.
70061	abklingen	klingen	ab	1.400000	1.349900	habe sie in allen fällen benutzt und der zeitpunkt des &quot; einfrierens &quot; könnte in etwa übereinstimmen mit dem abklingen der trance.
70062	abschauen	schauen	ab	1.400000	1.349900	Der die bolzen fiedert, und der sie abschaust, sind beide in gleicher schuld.
70063	abzeichnen	zeichnen	ab	1.400000	1.349900	Sie sind der einzig wahre Hintergrund, auf dem sich die bedeutenden Arbeiten abzeichnen, welche die Literaturgeschichte der Verwaltungslehre bilden.
70064	absegnen	segnen	ab	1.400000	1.505550	Es war vor Jahren eine solche im Gespräch, wurde nicht abgesegnet.
70065	ablehnen	lehnen	ab	1.400000	1.577620	Die spezielle Beratung des vorgelegten Gesetzentwurfs -- abzulehnen; 2) den Budgetausschuß zu beauftragen, den Bericht über den Entwurf eines Finanzgesetzes für die Jahre 1850 und 1851 und über den damit vorgelegten Staatsgrundetat bald möglichst zu erstatten.
70066	abschließen	schließen	ab	1.400000	1.776390	Würde ein dritter Staat ohne Ermächtigung für einen anderen Staat einen Vertrag abschließen, so würde er sich allerdings als Staat verpflichten können, für die Genehmigung zu sorgen.
70067	abwickeln	wickeln	ab	1.400000	1.897370	Die Agentur &quot; Euler Hermes &quot;, die im staatlichen Auftrag die Exportförderungen abwickelt, signalisierte im Laufe des Prozesses ihr Interesse an einem verstärktem Dialog zum Thema Klimaschutz.
70068	abtasten	tasten	ab	1.500000	1.178510	In der zweiten Hälfte tasteten sich beide Mannschaften weiterhin ab.
70069	abkommen	kommen	ab	1.500000	1.354010	Nachdem nun hier, sowohl an der Börse als an anderen einflußreichen Kreisen der Vertagungsplan keinen Beifall gefunden, ist man in einem gestern gehaltenen Ministerrat von demselben abgekommen.
70070	abkommen	kommen	ab	1.500000	1.509230	Das Fahrzeug soll in einer Kurve von der Strasse abgekommen sein.
70071	abkommen	kommen	ab	1.500000	1.581140	Inzwischen lebt er wieder in Amerika, kommt aber - zum Glück - für einzelne Vorstellungen ab und zu wieder an den Rhein.
70072	abbiegen	biegen	ab	1.500000	1.649920	Eine uns aufgezwungene Arbeit würden wir nicht als Unfreiheit empfinden, wenn sie uns nicht an anderweitigem Tun oder Geniessen hinderte; eine uns auferlegte Entbehrung niemals als Unfreiheit, wenn sie nicht andere, normale oder erwünschte Empfindungs- Energien abböge oder unterdrückte.
70073	abbrennen	brennen	ab	1.500000	1.779510	Er schlug vor: &quot; Dire Straits &quot; - übersetzt etwa &quot; Ernste Notlage &quot; oder &quot; Vollkommen abgebrannt &quot;.1977 hatten sie ihren ersten Auftritt bei einem Festival und durften sich u.a. mit &apos; Sultans of Swing &apos; in einer Radiosendung vorstellen.
70074	absehen	sehen	ab	1.500000	1.779510	Auf das &quot; Innenleben &quot; eines Pkw VW hatten es unbekannte Diebe am Donnerstagvormittag in Bautzen abgesehen.
70075	abwickeln	wickeln	ab	1.500000	1.840890	Da sich die Haupttätigkeit der Delegation bekanntermaßen in den Ausschüssen abwickle, erscheine es nur gerecht und notwendig, daß jedes Kronland, namentlich in den vornehmsten Ausschüssen, seine Vertretung finde.
70076	abzeichnen	zeichnen	ab	1.500000	1.957890	Und es ist daher zur richtigen Beurteilung dieses wichtigen Gebietes der europäischen Rechtsgeschichte von entscheidender Wichtigkeit, die allgemeinen Elemente und Stadien seiner Entwicklung festzustellen, als den großen Hintergrund, auf welchem sich die Individualität der einzelnen Staaten dann mit voller Klarheit abzeichnet.
70077	abnutzen	nutzen	ab	1.600000	1.429840	Die USA wurde von Idealisten gegruendet (wie auch das &quot; neue Europa &quot; ), nach 200 Jahren hat sich das aber langsam abgenutzt.
70078	abkommen	kommen	ab	1.600000	1.429840	Das Prinzip der Expansion hatte Watt bereits 1769 seinem Freunde Dr. Small erläutert; er hatte es angewendet bei der Sohomaschine und bei der Shadwellmaschine, war aber von der allgemeinen Anwendung infolge seiner schlechten Erfahrungen bei den Maschinisten abgekommen.
70079	abstecken	stecken	ab	1.600000	1.646550	Ich stecke im Folgenden wichtige &quot; Orte &quot; ab, an denen Sozialisation stattfindet.
70080	absehen	sehen	ab	1.600000	1.646550	Der Kaiser glaubte wohl, als die Sache ernster wurde, es sei auf nichts anders abgesehen als eben auf die Befreiung des Landgrafen.
70081	abwickeln	wickeln	ab	1.600000	1.646550	Alle höheren geistigen Prozesse wickeln sich wahrscheinlich im Grosshirnmarke ab.
70082	abneigen	neigen	ab	1.600000	1.955050	&gt; Gehen wir in den Pool &lt; das war keine Frage die er mir stellte, aber ich war auch nicht abgeneigt.
70083	abbringen	bringen	ab	1.666670	2.061550	Das sind die Ansätze, die ich versucht habe, um meinen Rüden (kastriert, drei Jahre alt ) vom andere Hunde anpöbeln und &quot; Über-den-Haufen-rennen &quot; abzubringen.
70084	abschweifen	schweifen	ab	1.700000	1.059350	Doch ich schweife ab; der warme Tag öffnet Einem so angenehm alle Poren des Leibes und der Seele!
70085	abhaken	haken	ab	1.700000	1.702940	Freu dich über das zusätzliche Segment und hake den Fall ab.
70086	absehen	sehen	ab	1.700000	1.702940	So war es nur die Frage: Fällt das 2:2 oder das 1:3. Im Gegensatz zu den meisten Schreiberlingen hier und auch im Pressethread &quot; Neururer &quot; habe ich die Zebras - von den ersten 20 Minuten abgesehen - nicht so schlecht gesehen!
70087	abzeichnen	zeichnen	ab	1.700000	1.702940	"Er lachte hell auf und sagte, ich hätte ganz Recht, nur mit dem Unterschied, daß die "" Fliegenden Blätter "" diese Sachen von ihm abzeichneten!"
70088	abbiegen	biegen	ab	1.700000	1.828780	Vor langen Jahren, als das Blut noch heiß und das Knie nur in eine Richtung abzubiegen war, verärgerte mich eine Schwedin so arg, dass sie einem Menschenhändler zu Pentling übergeben wurde.
70089	abschieben	schieben	ab	1.700000	1.828780	Er hat dann Hähnchen geholt, und den Rest des Tages hab ich ihn auf den Sportplatz und aufs Kirchweih-Fest abgeschoben.
70090	abwickeln	wickeln	ab	1.700000	1.946510	Doch wie sollten die Polen diese Warnungen beherzigen, da sie alle wußten, daß der gefürchtete Oberpräsident schon zu Neujahr nach Magdeburg versetzt war und nur noch die Geschäfte des gegenwärtigen Landtags abwickeln sollte?
70091	abschweifen	schweifen	ab	1.700000	2.002780	Natürlich schweift sie ab, aber sie kommt immer wieder zurück auf Erzählstränge, die sie einmal begonnen hat.
70092	absehen	sehen	ab	1.777780	1.986060	Der Begriff der Länge einer geraden Linie läßt sich durch das Verhältnis derselben zur Einheit definieren; was es aber heißen soll, daß eine krumme Linie ein Verhältnis zu einer geradlinigen Maßeinheit besitze, kann man nicht absehen, denn letztere ist auf der ersteren nicht abtragbar.
70093	abschauen	schauen	ab	1.800000	1.549190	Sicherlich werde ich ab und zu hier im Forum vorbei schauen aber ich möchte mich auf jeden fall bei den Forumsmitglieder hier bedanken für die Zahlreichen Tips und Hilfen.
70094	abschweifen	schweifen	ab	1.800000	1.813530	Aber ich schweife schon wieder ab: Was mich etwas stört, sind die Aufnahmen vom Garten hinterm Haus.
70095	abneigen	neigen	ab	1.800000	1.813530	Hart, zäh, fleißig, sparsam, abgeschlossen, allem Fremden und Neuen abgeneigt, das Irdische über das Überirdische setzend -- das gibt zwar kein Idealbild, aber doch das Bild eines tüchtigen Stammes, und das sind sie auch durchaus und unverändert bis diesen Tag.
70096	abbringen	bringen	ab	1.800000	1.932180	Übrigens aber hielt er persönlich an dem alten Ritus fest: und Einer seiner Hofleute ruft wohl den Herzog von Preußen auf, ihn davon abzubringen.
70097	abschieben	schieben	ab	1.800000	1.932180	Nach 41/2--5 Jahren ist der Zahnwechsel vollendet, das Tier hat abgezahnt, abgeschoben, ist vollzahnig geworden.
70098	abstatten	statten	ab	1.800000	1.988860	"Ihrer Pflegemutter beweisen sie eine große Anhänglichkeit und fliegen, wenn sie von ihr getrennt sind, über die Mauer, um ihr einen Besuch abzustatten. """
70099	absehen	sehen	ab	1.900000	1.100500	Die Verbindung, welche ihr beide geschlossen habt, ist ohne Ziel, wenigstens ist jetzt ein Ziel nicht abzusehen.
70100	absprechen	sprechen	ab	1.900000	1.286680	Wir waren uns einig, dass das Hörspiel gut war, aber wir alle konnten uns ein gewisses Bauchkribbeln nicht absprechen.
70101	abschauen	schauen	ab	1.900000	1.370320	Liberté fordert, als Organ des Pierre Bonaparte, sofortige Entlassung des Ministeriums Barrot-Thiers-Falloux und Kriegserklärung zu Gunsten Italiens und Polens; auf republikanische Formen gibt sie nicht viel, aber sie abschaut den Legitimismus und Cavaignacismus.
70102	abzeichnen	zeichnen	ab	1.900000	1.595130	Wenn sich die beeindruckende Lofotenwand am Horizont abzeichnet, haben Sie schon den Landegodefjord, Helligvaer und Vestfjofd hinter sich gelassen.
70103	abtöten	töten	ab	1.900000	1.728840	Am Beispiel Schule: Früh würden Kinder auf Konkurrenz getrimmt, Neugier und Interesse würden abgetötet - &quot; Enthusiasmus interruptus &quot; sei das Ergebnis.
70104	abtöten	töten	ab	1.900000	1.791960	Grade die erotischen Geruchsempfindungen sind überdies durch Jahrtausende des Gebrauchs barbarisch starker, alles Individuelle übertäubender künstlicher Parfums noch besonders abgetötet worden.
70105	abstecken	stecken	ab	1.900000	1.852930	Zuerst kamen im Abstand 16 zu 15 immer eine Markierung auf den Boden, so dass ich 16 Felder Breite und 15 Felder hohe Bereiche abgesteckt hatte.
70106	abneigen	neigen	ab	1.900000	1.852930	Der König war auch nicht abgeneigt und antwortete freundlich; doch eine feste Zusage konnte er nicht geben, weil die in der Bundesakte verheißenen Kuriatstimme den Mediatisierten nur durch einstimmigen Beschluß gewährt werden durften.
70107	abbiegen	biegen	ab	2.000000	1.333330	An der Kreuzung Remmighauser Straße bemerkte er, als er sich bereits in der Geradeausspur befand, dass er nach rechts abbiegen mußte.
70108	abdrehen	drehen	ab	2.000000	1.333330	Als ob es nur das eine Thema gäbe auf dem einige Sender mittlerweile eine billige Serie nach der anderen abdrehen und sich der ein oder andere Durchschnittsverbraucher auch noch auf sowas einlässt.
70109	abneigen	neigen	ab	2.000000	1.490710	"Dem "" pseudo-liberalen Getriebe "" des Beamtentums ebenso gründlich abgeneigt wie sein königlicher Herr, behauptete er stolz "" den höheren Standpunkt, der sich erhebt über die Ansicht vom absoluten Staate. """
70110	ablesen	lesen	ab	2.000000	1.699670	Den Herdentieren erweisen sie, wie die Madenhacker oder unsere Staren, Dienste, indem sie ihnen Zecken und anderes Ungeziefer ablesen.
70111	abwandern	wandern	ab	2.000000	1.699670	Geboren am 20. Januar 1868 zu Ottrau (Kreis Ziegenhain) als Sohn eines Landwirts, der, einer alteingesessenen Bauernfamilie entstammend, durch Unglück seinen Hof verlor und an den Niederrhein abwanderte, als der Sohn ein halbes Jahr alt war.
70112	abkommen	kommen	ab	2.000000	1.763830	Obwohl wir brav den Hinweisschildern für Radfahrer Richtung Schönwalde folgten, kamen wir kurz hinter Eutin vom richtigen Weg ab und fanden uns zu weit südlich in Röbel wieder.
70113	abwandern	wandern	ab	2.000000	1.825740	Doch vor 50 Jahren noch war die Provinz südlich des Brenners bitterarm, die Menschen wanderten aus der Landwirtschaft ab.
70114	abwenden	wenden	ab	2.000000	1.825740	Jetzt ist es höchste Zeit das Experiment Lindholm zu beenden um Schaden von unserem &quot; Tatort &quot; abzuwenden!
70115	abstecken	stecken	ab	2.000000	1.825740	Überall finden wir so mit einer engeren oder weiteren Grenzziehung für das Gebiet unserer Wissenschaft auch die Untersuchung der eingreifenden Ursachen ganz anders abgesteckt.
70116	abwandern	wandern	ab	2.000000	1.885620	Zählt man ab 1983 bei der SPD die Grünen hinzu, die zu einem guten Teil von der SPD &quot; abgewandert &quot; sind, dann reduziert sich der Bereich der SPD auf 39,3% bis 45,8%.
70117	abwerten	werten	ab	2.000000	1.885620	● keine Footerlinks, denn Google wertet die verlinkten Webseiten eher ab - statt auf.
70118	abschweifen	schweifen	ab	2.000000	2.000000	Die Reflexion hat dabei nicht nötig, auf das Subjektive der Triebe und Motive irgend abzuschweifen.
70119	abschweifen	schweifen	ab	2.000000	2.054800	Wie wir sehen, war man von der algierschen Frage ungemein abgeschweift.
70120	abneigen	neigen	ab	2.000000	2.211080	Und wie erst, wenn es sogar merken müßte, daß der Vater dagegen nicht bloß gleichgültig, sondern gradzu eingenommen, abgeneigt wäre?
70121	abschweifen	schweifen	ab	2.100000	1.449140	Da währen Pokémon ja zumbeispiel auch hilfreich, das man zum Drogen nehmen oder zum Rauchen aufhört, aber ich schweife ab:shy: Es würde so einige Probleme geben und wie soll das alles verhindert werden?
70122	abweisen	weisen	ab	2.100000	1.523880	Im ersten Falle hatte das Kreisgericht Eger als Rekursgericht einen Erlaße des Bezirksgerichtes Marienbad bestätigt, durch welchen ein Gesuch eines Advokaten abgewiesen wurde, weil es in tschechischer Sprache abgefaßt war.
70123	abtöten	töten	ab	2.100000	1.595130	Schließlich werden Getreidehähnchenlarven auch durch insektenpathogene Pilze der Gattung Entomophthora abgetötet.
70124	ablehnen	lehnen	ab	2.100000	1.663330	Es erübrigt zu sagen, daß der sozialdemokratische Antrag gegen die Stimmen der Sozialdemokraten, die Abänderungsamendements mit großer Mehrheit abgelehnt wurden.
70125	absehen	sehen	ab	2.100000	1.728840	Mal abgesehen, dass es reinste Heuchelei ist, wenn man den Auftraggeber FAS völlig ausspart.
70126	abschweifen	schweifen	ab	2.100000	1.791960	Herr Bemperlein fing mit der ihm eigentümlichen Redseligkeit abermals zu erzählen an, aber wenn Oswald schon vorher nur mit halbem Ohr zugehört hatte, so schweiften seine Gedanken jetzt noch viel weiter ab
70127	abschweifen	schweifen	ab	2.100000	1.852930	wir schweifen hier zwar ab, aber solang keiner meckert geht das mal.
70128	abtöten	töten	ab	2.100000	1.852930	Ihr Schulwissen hat sie geistig fast abgetötet, und so sicher sie sich durchs Examen winden werden, so gewiß sind sie flache, nüchterne, wenn schon gutmütige Gesellen.
70129	abkommen	kommen	ab	2.100000	1.911950	Vielleicht kommt auch ein Auto oder ein Jogger des Weges: Weichen Sie vom gewohnten Pfad ab und treten so weit zur Seite, dass der Hund zwar gereizt werden kann, aber nicht in Kontakt mit der &quot; Beute &quot; kommt.
70130	abschließen	schließen	ab	2.100000	1.911950	Aus diesem Grund ist es wichtig, einen Vertrag zur privaten Rentenversicherung so früh wie möglich abzuschließen.
70131	abzeichnen	zeichnen	ab	2.100000	2.079000	&quot; American Saturday Night &quot; weißt eine erschreckende Belanglosigkeit auf, ein Trend der sich leider schon auf &quot; Play &quot; abzeichnete.
70132	abdrücken	drücken	ab	2.100000	2.131770	Zufällig erwischte er das meinige, diesen schon so oft begrüßten und wieder verabschiedeten Gast - der Roman gefiel ihm und er drückte ihn ab.
70133	abnehmen	nehmen	ab	2.200000	1.398410	Das ist zwar auch noch mehr als normal, jedoch nimmt mein erhöhtes Schlafbedürfnis stetig ab.
70134	abtöten	töten	ab	2.200000	1.475730	Aber auch an Melf Molinas verzweifelten die Gäste, der mit bravourösen Paraden alle Büdelsdorfer Versuche abtötete, im Friesenstadion wenigstens einen Treffer zu erzielen.
70135	abdrücken	drücken	ab	2.200000	1.475730	Der Indian-Trader hatte mir gleich beim Einsteigen seinen dickbenagelten Stiefelabsatz in die Herzgrube gedrückt und mir das Herz fast abgedrückt.
70136	abwenden	wenden	ab	2.200000	1.475730	Sehet Euch wohl vor, je mehr Ihr an Einzelinteressen haftet, je mehr Ihr Eure Blicke von dem höheren Ziel abwendet, um so mehr werden jene Vorspiegelungen Eure Augen verblenden.
70137	ablehnen	lehnen	ab	2.200000	1.619330	Bei der Abstimmung wird der Antrag Oberndorfer abgelehnt, die Ausschußanträge werden angenommen, alle übrigen im Laufe der Debatte gestellten Anträge dem Landesausschusse zugewiesen.
