ContextID	Compound	Mod	Head	ModAvg	ModStd	HeadAvg	HeadStd	Context
50016	Abstandsfläche	Abstand	Fläche	3.500000	1.900290	3.400000	2.366430	BbgBO § 6 (12 ) Die sich bei Änderung rechtmäßig errichteter Gebäude ergebenden Abstandsflächen sind unbeachtlich, soweit die für den Gebäudebestand ermittelten Abstandsflächen nicht überschritten werden oder Gebäudeteile für sich genommen die Abstandsflächen einhalten.
50017	Abstandsfläche	Abstand	Fläche	4.800000	0.421637	4.400000	1.577620	Die Aufstellung ist auch innerhalb der gesetzlichen Abstandsflächen möglich, sofern mit dem Nachbarn Einverständnis besteht.
50018	Abstandsfläche	Abstand	Fläche	4.800000	0.421637	4.500000	0.707107	:D Als Rechtsfolge sieht das Gesetz jetzt nicht mehr vor, dass die entsprechenden baulichen Anlagen unmittelbar an der Grundstücksgrenze entstehen müssen, sondern sie sind nunmehr in den Abstandsflächen eines Gebäudes sowie ohne eigene Abstandsflächen zulässig.
50019	Abstandsfläche	Abstand	Fläche	4.300000	1.059350	4.500000	0.849837	Aber auch Abstandsflächen des Nachbarn können auf das eigene Grundstück übernommen werden, damit der seine Baupläne verwirklichen kann.
50020	Abstandsfläche	Abstand	Fläche	3.900000	1.449140	4.500000	1.269300	Abstandsfläche Abstandsflächen sind die Flächen vor den Außenwänden bis zur Grundstücksgrenze oder zur Straße, die von Bebauung freizuhalten sind.
50021	Abzugsfähigkeit	Abzug	Fähigkeit	2.700000	2.110820	2.800000	1.686550	- Die steuerliche Abzugsfähigkeit von Aufwendungen für ein häusliches Arbeitszimmer wird weiter eingeschränkt.
50022	Abzugsfähigkeit	Abzug	Fähigkeit	3.800000	1.316560	3.100000	1.728840	Dabei führt der EuGH ausdrücklich aus, dass die in Deutschland fehlende steuerliche Abzugsfähigkeit von Spenden an gemeinnützige Einrichtungen in anderen Mitgliedsstaaten grundsätzlich geeignet ist, sich negativ auf die Bereitschaft deutscher Steuerpflichtiger auszuwirken, an in anderen europäischen Mitgliedsstaaten ansässige gemeinnützige Einrichtungen zu spenden.
50023	Abzugsfähigkeit	Abzug	Fähigkeit	3.200000	1.988860	3.400000	2.221110	Aber den wesentlichen Punkt sind Sie gestern mit dem Beschluss der Bundesregierung nicht angegangen: Die steuerliche Abzugsfähigkeit für Vorstandsvergütungen und Abfindungen muss deutlich verändert werden.
50024	Abzugsfähigkeit	Abzug	Fähigkeit	3.500000	1.779510	3.500000	1.178510	"Hiervon wäre ein noch stärkeres Signal ausgegangen, Die weitere Verbesserung der Abzugsfähigkeit von haushaltsnahen Dienstleistungen, so von Handwerkern, hätte neben einer stimulierenden Wirkung auch den Effekt, Schwarzarbeit zurückzudrängen "", so dbb-Vize Dieter Ondracek, der gleichzeitig Vorsitzender der Deutschen Steuer-Gewerkschaft ist."
50025	Abzugsfähigkeit	Abzug	Fähigkeit	4.000000	1.414210	3.500000	1.649920	Haushaltsnahe Dienstleistungen können seit 2009 bis zu 20.000 Euro (zuvor: 6.000 Euro ) in der Steuererklärung angegeben werden - dies führt bei 20 Prozent Abzugsfähigkeit zu einer Verrechnung von maximal 4.000 Euro (zuvor 1.200 Euro ) mit der Steuerschuld.
50026	Ackerfläche	Acker	Fläche	4.600000	0.699206	4.300000	1.251670	Es reizt ihn dann weit mehr das Geld, als das Wachsen der Ackerfläche.
50027	Ackerfläche	Acker	Fläche	4.800000	0.632456	4.500000	0.971825	"Ein einziger Ziegelstein, auf blanke Ackerfläche gelegt, bildet ein "" Haus "" für sich:"
50028	Ackerfläche	Acker	Fläche	4.500000	0.971825	4.600000	1.264910	E 10 wird von vielen auch nicht verweigert, weil sie Angst vor Motorschäden haben, sondern weil sie es absurd finden, dass wir Ackerflächen nicht zur Lebensmittelproduktion benutzen, sondern um unsere Autoindustrie vor Investitionen für abgasärmere Motoren zu schützen.
50029	Ackerfläche	Acker	Fläche	4.700000	0.483046	4.700000	0.674949	Rund 15% der deutschen Ackerfläche könnten dann der Stromgewinnung dienen; weitere 15% der Erzeugung von Kraftstoffen und chemischen Rohstoffen.
50030	Ackerfläche	Acker	Fläche	4.700000	0.948683	4.700000	0.674949	"Zur Untersuchung der Artenvielfalt auf Linsenäckern wurden im Jahr 2011 insgesamt 77,2 und im Folgejahr 83,1 ha Ackerflächen der Erzeugergemeinschaft "" Alb-Leisa "" kartiert."
50031	Ackerfläche	Acker	Fläche	5.000000	0.000000	4.700000	0.948683	Zwischen zwei ausgedehnten gelben Ackerflächen zog sich ein schmaler Forst alter Eichen, deren Schatten das blendende Licht der Felder und der Sommerwolken kräftig unterbrach; ein klarer Bach floß überdies in diesem Schatten.
50032	Ackerfläche	Acker	Fläche	4.900000	0.316228	4.800000	0.421637	Die Wiesen und grünen Ackerflächen erniedrigen die Temperatur und erhöhen auf Kosten des Bodenwassergehaltes die Luftfeuchtigkeit in der wärmeren Jahreszeit, ähnlich, nur in geringerem Maße, als wie die Wasserflächen.
50033	Ackerfläche	Acker	Fläche	5.000000	0.000000	4.900000	0.316228	Die königliche Domänekammer verkauft die der Forst zugehörigen Ackerflächen nördlich des Krampnitzsee an Fahrländer Bauern und Kossäten.
50034	Ackerfläche	Acker	Fläche	4.900000	0.316228	4.900000	0.316228	Im Winter sind regelmäßig 50 - 100 Höckerschwäne auf Ackerflächen (vor allem Raps ), häufig zusammen mit Singschwänen - zu beobachten.
50035	Adelsstand	Adel	Stand	4.600000	0.843274	1.300000	1.567020	Wahrscheinlich wird man Ihnen vorerst den Titel eines Geheimen Kommerzienrats verleihen, dem dann später die Erhebung in den Adelsstand folgt.
50036	Adelsstand	Adel	Stand	4.800000	0.421637	1.400000	1.505550	Nach der Meldung eines hiesigen Blattes wurde der Landeshauptmann-Stellvertreter Dr. Smal-Stocki in den erblichen Adelsstand erhoben, ferner erhielt der Großgrundbesitzer Christof R. v. Abrahamowicz den Stern zum Komturkreuz des Franz Josephsordens und der Großgrundbesitzer Konstantin R. v. Niculitza-Popovici den Orden der eisernen Krone dritter Klasse.
50037	Adelsstand	Adel	Stand	4.800000	0.421637	1.500000	1.900290	Es gibt im Staate weder Standesunterschiede, noch Standesvorrechte, noch einen besonderen Adelsstand.
50038	Adelsstand	Adel	Stand	4.800000	0.421637	1.700000	1.418140	Paulick starb wenige Monate vor seiner geplanten Erhebung in den Adelsstand == Quellen == * Gutachten des Bundesdenkmalamtes * Monika Oberhammer: Sommervillen im Salzkammergut, Salzburg 1983 * Martina Glechner: Die ) ) Villa Paulick ((...
50039	Adelsstand	Adel	Stand	4.500000	1.080120	1.900000	1.523880	Er kam 1845 nach Wien als k. k. Reichshistoriograph und Hofrat, wurde im Herbst 1848 vom Minister Pillersdorf zwar pensioniert, nach der Thronbesteigung des jetzigen Kaisers aber wieder in seine Stelle eingesetzt und 1851 mit dem Namen v. H.-Amann in den erbländischen Adelsstand erhoben.
50040	Adelsstand	Adel	Stand	4.600000	0.966092	2.000000	1.490710	"Der Firmenpatriarch engagiert sich auch sozial: Die Gründung der "" Siemens-Pensionskasse "" wird zum Vorbild für das deutsche Rentensystem 1888 erhebt ihn der deutsche Kaiser für seine Verdienste in den Adelsstand."
50041	Adelsstand	Adel	Stand	4.700000	0.948683	2.400000	1.955050	"Seine ganze Rede ist eine Apologie der Bourgeoisie gegenüber dem "" Adelsstand. """
50042	Adelsstand	Adel	Stand	4.700000	0.948683	2.600000	2.011080	"Jeder wird in den "" Adelsstand "" erhoben und bekommt eine Taufurkunde ausgehändigt."
50043	Adelsstand	Adel	Stand	4.500000	0.971825	2.700000	1.337490	Im Jahre 1785 wurde eine Reorganisation des russischen Adelsstandes vorgenommen, die eigentlich den Charakter der Bildung eines neuen Standes besaß, nämlich den eines ausdrücklich Militär - und Beamtenadels und sich nur noch geringfügig an die Reste des alten Bojarentums anlehnte.
50044	Adelsstand	Adel	Stand	4.700000	0.674949	3.200000	1.549190	Krieger eignen sich für alles, wofür Ritter aufgrund ihres Adelsstandes nicht in Frage kommen: Offiziere in Stadtgarden, Milizen, Burgwachen, Zollstationen, als Leibwächter, Söldnerführer, Privatlehrer (in Gegenden ohne Akademien ), etc.
50045	Alpenrand	Alp	Rand	3.100000	2.469820	3.200000	2.394440	"Nach Erhebungen aus Bayern, dem "" Gewitterland "" Deutschlands werden die meisten Gewitter am Alpenrand verzeichnet."
50046	Alpenrand	Alp	Rand	3.700000	1.702940	3.400000	1.837870	Chancen auf einen trockenen Mittwoch haben Sie vor allem nordöstlich der Elbe und in Oberbayern am Alpenrand, auch am Bodensee wird nicht viel Nasses mit dabei sein.
50047	Alpenrand	Alp	Rand	4.400000	1.577620	4.000000	1.763830	Gemütlicher Bungalow in schönem grünem Park am Alpenrand und in der Nähe vom Chiemsee Die im Ganzen 108 Bungalows liegen über den großzügig aufgestellten Park zerstreut.
50048	Alpenrand	Alp	Rand	4.200000	1.316560	4.100000	1.523880	Auch am Alpenrand kann es mit Föhnunterstützung um 20 Grad warm werden.
50049	Alpenrand	Alp	Rand	4.200000	1.751190	4.100000	1.911950	An der Ostsee und am Alpenrand kann es mitunter auch mal etwas kräftiger schneien.
50050	Anbaufläche	Anbau	Fläche	3.600000	1.776390	4.100000	1.595130	Verhältnismäßig noch ungünstiger ist das Ergebnis in Kroatien, Slavonien und der Militärgrenze, wo bei einer Anbaufläche von 103,089 Hektaren nur wenig über eine halbe Million Meter-Zentner Roggen erzeugt wurden und wo die Qualität zumeist noch mehr beschädigt ist, als in Ungarn und Siebenbürgen.
50051	Anbaufläche	Anbau	Fläche	4.200000	1.135290	4.100000	1.663330	Kommt man bei großen Anbauflächen zu weit in das Frühjahr hinein, bis Ende Mai oder Anfang Juni, so wird man wieder nur Frühkartoffeln auslegen können.
50052	Anbaufläche	Anbau	Fläche	4.500000	0.849837	4.500000	0.971825	Von der vorbenannten Anbaufläche lieferten 61 Perzent eine Ernte über, 11 Perzent eine solche unter Mittel, 28 Perzent eine Mittelernte.
50053	Anbaufläche	Anbau	Fläche	4.000000	1.699670	4.600000	0.843274	Kritiker werfen Ihnen vor, es sei Panikmache, dass Erdöl und Anbauflächen knapp werden.
50054	Anbaufläche	Anbau	Fläche	4.500000	1.269300	4.600000	1.264910	Bundesweit wurden überdurchschnittlich hohe Flächenerträge erzielt, die gemeinsam mit der um 7,3 Prozent auf 1,47 Millionen Hektar gewachsenen Anbaufläche im Vergleich zum Vorjahr zu einer Steigerung der Erntemenge um 17 Prozent geführt haben.
50055	Anbaufläche	Anbau	Fläche	3.800000	1.873800	4.800000	0.632456	Diese elf Hektar liegen laut Richter im mittleren Bereich der üblichen Anbauflächen.
50056	Anbaufläche	Anbau	Fläche	4.600000	1.264910	4.900000	0.316228	Die Anbaufläche für Getreide ist mit 293 000 ha gegenüber 2010 nahezu unverändert 1,8 Mio. t der Erntemenge entfallen voraussichtlich auf die Brotgetreidearten (Weizen, Roggen ) und 0,4 Mio. t auf die Futtergetreidearten (Gerste, Hafer, Triticale ).
50057	Anbaufläche	Anbau	Fläche	4.400000	1.577620	4.900000	0.316228	Nach Angaben der Vereinten Nationen mußte während der letzten Jahrzehnte etwa ein Drittel der globalen Anbaufläche wegen Bodenerosion aufgegeben werden.
50058	Anbaufläche	Anbau	Fläche	4.400000	1.074970	4.900000	0.316228	Die Schätzungen, welche der Vorstand der Wiener Frucht- und Mehlbörse über den Ernte- Ausfall des laufenden Jahres hiermit vorlegt, haben die beiden Reichshälften die amtlich erhobenen Anbauflächen pro 1884 zur Grundlage.
50059	Anbaufläche	Anbau	Fläche	4.400000	1.074970	4.900000	0.316228	Noch tieferen Einblick in die Wirkung der Bodenverhältnisse gibt die Statistik der landwirtschaftlichen Kulturarten, der Anbauflächen der einzelnen Früchte, der guten und schlechten Böden: die günstigen Lehmböden machen z. B. in Pommern 6, in Westfalen 41% aus.
50060	Anfangsphase	Anfang	Phase	4.900000	0.316228	4.000000	1.763830	Da in dieser Anfangsphase des Projekts noch keine Zugriffsstatistik existiert, kontaktieren Sie uns bitte bei Interesse per e-Mail, um Konditionen zu erfragen.
50061	Anfangsphase	Anfang	Phase	4.600000	0.699206	4.200000	1.032800	Anders als in der Anfangsphase gelang es nun nicht mehr so gut den hoch gewachsenen und dynamischen Waiblinger Rückraum auszuschalten, das Spiel war frühzeitig entschieden, zumal auch wichtige Angriffsspielerinnen der SG wie Julia Veeck nicht das gewohnte Durchsetzungsvermögen zeigten.
50062	Anfangsphase	Anfang	Phase	4.400000	0.966092	4.300000	1.059350	Nach einer starken Anfangsphase verliert der TBV Lemgo dennoch deutlich gegen den HSV Handball mit 28:36 (13:21 ).
50063	Anfangsphase	Anfang	Phase	4.800000	0.632456	4.400000	0.843274	im Spiel, somit ermöglichten sich in der Anfangsphase nur wenige Tormöglichkeiten auf beiden Seiten.
50064	Anfangsphase	Anfang	Phase	4.700000	0.674949	4.600000	0.966092	In der Anfangsphase erspielten sich die Gäste aus Fürth-Dambach zunächst ein leichtes Feldübergewicht, der ASV Vach hielt jedoch energisch dagegen, sodass kaum Torraumszenen zu Stande kamen.
50065	Angriffsfläche	Angriff	Fläche	3.600000	1.646550	2.400000	2.221110	Die mittlere Angriffsfläche ist tätig, während die beiden äußeren stützen; der Antrieb für die tätige Fläche ist mit den stützenden Flächen durch ein bügelartiges oder thorartiges Gestell verbunden.
50066	Angriffsfläche	Angriff	Fläche	4.400000	0.843274	2.900000	1.911950	Hier gebe es die Sicherheitslücke, die für Viren und so genannte Trojaner erst eine Angriffsfläche böten.
50067	Angriffsfläche	Angriff	Fläche	3.500000	1.581140	3.200000	2.043960	Sie wollen damit offenbar die eigene Angriffsfläche reduzieren, um nicht entdeckt zu werden.
50068	Angriffsfläche	Angriff	Fläche	3.400000	1.955050	3.400000	2.011080	Ich habe Detlefs Rat befolgt und mich bisher nicht zu erkennen gegeben, das werde ich auch so beibehalten - nicht aus Angst sondern um erst gar keine Angriffsfläche zu liefern für mögliche Störenfriede.
50069	Angriffsfläche	Angriff	Fläche	3.300000	1.946510	3.900000	1.791960	Um das zu vermeiden, fügt man wohl einen Hilfsschlitten ein, an welchem die Rolle sitzt, und lässt den eigentlichen Schlitten diesen Hilfsschlitten durch Frösche verschieben, deren Angriffsflächen winkelrecht zur Bewegungsrichtung liegen.
50070	Angriffsfläche	Angriff	Fläche	3.000000	1.825740	4.100000	1.370320	Es genügt dies, um auch dem stärksten vorkommenden Winddrucke entgegen zu wirken, obwohl derselbe an dem steilen Dache beträchtliche Angriffsflächen findet.
50071	Angriffsfläche	Angriff	Fläche	3.300000	1.766980	4.300000	1.059350	Der gesamte Unterboden wurde mit (leichten Alu ) Blechen verkleidet, einerseits, um dem Fahrtwind weniger Angriffsfläche zu bieten, anderseits, um durch den sich unter dem Wagen bildenden Unterdruck eine noch höhere Bodenhaftung zu erreichen.
50072	Angriffsfläche	Angriff	Fläche	4.500000	1.080120	4.500000	0.849837	Die so veränderten Mikrotubuli bieten dem Spastin eine größere Angriffsfläche.
50073	Angriffsspiel	Angriff	Spiel	4.200000	1.229270	2.800000	2.043960	Bei 6. Rochiert L f 8--c 5 folgt dann 7. d 2--d 4, und der Gambitgeber erlangt gegen Aufgabe eines Bauers ein ziemlich freies Angriffsspiel.
50074	Angriffsspiel	Angriff	Spiel	3.300000	1.702940	3.400000	1.429840	Besonders die Positionswechsel zwischen Vogt und Blumtritt, sowie Huth und Lüdike rissen nie Lücken, sondern eröffneten uns immer wieder neue Möglichkeiten im Angriffsspiel.
50075	Angriffsspiel	Angriff	Spiel	3.700000	1.251670	3.600000	1.837870	TSG Lübben - SV Calau II 4: 6 TSG Lübbenau - SV Calau II 5: 5 Die Calauer Jungen legten gleich zu Beginn mächtig los und überraschten die Lübbener Mannschaft mit druckvollem Angriffsspiel.
50076	Angriffsspiel	Angriff	Spiel	4.000000	1.699670	3.700000	1.702940	Ihr Angriffsspiel in der Schlussphase des Satzes war zu harmlos, und sie machten zu viele eigene Fehler.
50077	Angriffsspiel	Angriff	Spiel	4.300000	0.823273	3.900000	1.595130	Nicht gut wäre es hier für Schwarz gewesen, im sechsten Zuge die Mittelbauern zu tauschen, da nach 6. e 5--d 4: 7. c 3--d 4: nebst 8. S b 1--c 3 Weiß zu elegantem Angriffsspiel das Zentrum dauernd erhalten könnte.
50078	Angriffsspiel	Angriff	Spiel	3.600000	1.646550	3.900000	2.079000	Jetzt schalten sich auch immer öfter die Außenverteidiger mit ins Angriffsspiel ein.
50079	Angriffsspiel	Angriff	Spiel	3.700000	1.702940	4.000000	1.885620	Der Gegner, ohne Frage völlig überrascht von uns, kannte er uns aus dem Hinspiel doch völlig anders, war nicht in der Lage ein vernünftiges Angriffsspiel aufzubauen.
50080	Angriffsspiel	Angriff	Spiel	3.800000	1.475730	4.100000	1.286680	Ein Angriffsspiel im Gegensatze zur Verteidigung ist im Allgemeinen jederzeit zu empfehlen.
50081	Anlaufphase	Anlauf	Phase	3.400000	1.646550	3.900000	1.286680	Mir kam nach all ' der Recherche so in den Sinn, dass die 10stündige Beleuchtung mit 96 W + Refektoren auf 166 l schon sehr heftig für die Anlaufphase des Beckens war.
50082	Anlaufphase	Anlauf	Phase	3.500000	1.900290	3.900000	2.079000	Kommen Sie auch mit unregelmäßige Einkommen klar, können Sie noch andere Einkommensquellen anzapfen und verfügen Sie über finanzielle Reserven für die Anlaufphase?
50083	Anlaufphase	Anlauf	Phase	2.800000	1.988860	4.200000	1.619330	Zu einzelnen Schülern P. ist sehr häufig unkonzentriert und benötigt oft eine lange Anlaufphase, bis er die Arbeitsaufträge beginnt auszuführen.
50084	Anlaufphase	Anlauf	Phase	3.600000	1.173790	4.300000	1.059350	Defizite in der nicht selten durch noch geringe Umsätze geprägten Anlaufphase einer Existenzgründung werden durch Einlagen zu Lasten des Privatkontos auf dem Geschäftsgirokonto beseitigt.
50085	Anlaufphase	Anlauf	Phase	3.600000	1.955050	4.300000	1.337490	Programm steht noch in der Anlaufphase und Sie können von Anfang an vorne dabei sein!
50086	Anschlussfähigkeit	Anschluss	Fähigkeit	4.000000	1.563470	4.000000	1.054090	In Aufnahme der neueren wissenssoziologischen und geschichtstheoretischen Diskussion wird die paulinische Theologie als eine Sinnbildung verstanden, die sich durch hohe Anschlußfähigkeit auszeichnet.
50087	Anschlussfähigkeit	Anschluss	Fähigkeit	3.900000	1.197220	4.000000	1.054090	Zurecht hebt der BEP die Notwendigkeit der Anschlussfähigkeit der Bildungskonzeptionen von Kindergarten und Grundschule hervor.
50088	Anschlussfähigkeit	Anschluss	Fähigkeit	4.000000	1.247220	4.300000	1.567020	Über das Problem der kulturellen Teilhabe - und sozialen Anschlussfähigkeit.
50089	Anschlussfähigkeit	Anschluss	Fähigkeit	3.300000	1.828780	4.400000	0.966092	Die Vorlesung führt in zentrale Begriffe, Konzepte und Theoreme der Makrosoziologie ein und versucht dabei so weit wie möglich die Anschlussfähigkeit der makrosozialen Analyse an mikrosoziologische Perspektiven zu wahren.
50090	Anschlussfähigkeit	Anschluss	Fähigkeit	3.700000	1.337490	4.500000	0.971825	Vielmehr geht es um die Entwicklung eines Grundverständnisses, die Schaffung von Orientierung und die Sicherstellung von Anschlussfähigkeit und Kritikfähigkeit bezüglich der genannten Funktionsbereiche.
50091	Ansichtssache	Ansicht	Sache	4.600000	0.516398	1.100000	1.370320	Ob die Berichterstattung über einen Konflikt einen oder mehrere der Beteiligten benachteiligt oder bevorzugt, ist meist Ansichtssache und kaum eindeutig messbar.
50092	Ansichtssache	Ansicht	Sache	3.800000	1.229270	1.900000	1.663330	Ob man diese Beweggründe vom Standpunkt einer starken, mutigen Überzeugungstreue aus hoch einzuschätzen hat, ist Ansichtssache jedes einzelnen.
50093	Ansichtssache	Ansicht	Sache	4.500000	0.707107	2.000000	1.414210	Wohlstandskind 22 - 2007 -01 - 13 13:15:3 3 Uhr reine ansichtssache würde ich sagen!!!
50094	Ansichtssache	Ansicht	Sache	3.300000	1.766980	2.300000	1.766980	... aber meiner Meinung nach ist es inzwischen eine Ansichtssache, welchen Browser man benutzt da will ich nicht widersprechen...
50095	Ansichtssache	Ansicht	Sache	3.900000	1.197220	2.400000	1.646550	Ich persönlich bin auch nicht voll überzeugt von der Garmin Navigationssoftware, aber das ist natürlich Ansichtssache.
50096	Ansichtssache	Ansicht	Sache	3.200000	2.097620	2.800000	2.097620	Ob der Medienjournalist Niggemeier ein guter Journalist ist, bleibt Ansichtssache.
50097	Apfelsaft	Apfel	Saft	4.800000	0.421637	4.800000	0.632456	Allerdings wurde bei den Tierstudien auch deutlich, dass Faktoren der Energiehomöostase dominant gegenüber den protektiven Faktoren des trüben Apfelsaftes sein können.
50098	Apfelsaft	Apfel	Saft	4.800000	0.421637	4.900000	0.316228	Hat man mal keinen Tortenguß im Haus, kann man ihn auch leicht selbst herstellen: 125 ml klaren Apfelsaft oder Weißwein mit 2 EL Zucker aufkochen, 1 EL Stärke mit etwas Wasser glattrühren, in die Flüssigkeit rühren und solange köcheln bis sie klar ist.
50099	Apfelsaft	Apfel	Saft	4.900000	0.316228	4.900000	0.316228	Lecker schmeckt ein Apfel-Holunder-Gelee, bei dem ich 1 Liter Holundersaft, 1 / 2 Liter Apfelsaft und den Saft einer Zitrone mit 2 Päckchen Gelierzucker zusammen verkoche.
50100	Apfelsaft	Apfel	Saft	5.000000	0.000000	4.900000	0.316228	Und den Apfelsaft, den ich in jedem Supermarkt kaufe, kann ich auch mit Wasser mischen.
50101	Apfelsaft	Apfel	Saft	4.900000	0.316228	5.000000	0.000000	Sie können auch eine Fruchtfliegenfalle selber herstellen: Mixen Sie dazu einen Cocktail aus Wasser, Apfelsaft oder Bier, Essig und einen Spitzer Spülmittel und geben Sie die Flüssigkeit in ein offenes Gefäß.
50102	Arbeitsfläche	Arbeit	Fläche	3.800000	1.398410	4.200000	1.619330	Auf der kleinen Arbeitsfläche bildet sich die Sicherheit der Hand und es entstehen rein künstlerische Motive.
50103	Arbeitsfläche	Arbeit	Fläche	4.500000	0.849837	4.200000	1.751190	""", sucht in dem erscheinenden Katalog das Miniprogramm "" Ordner-Ansicht "" und zieht es mit gedrückter linker Maustaste auf die Arbeitsfläche."
50104	Arbeitsfläche	Arbeit	Fläche	4.300000	1.567020	4.400000	1.577620	Auf einer bemehlten Arbeitsfläche den Teig dünn ausrollen, in acht dreieckige Stücke teilen und zu Hörnchen aufrollen.
50105	Arbeitsfläche	Arbeit	Fläche	4.700000	0.674949	4.400000	1.577620	Auf einer bemehlten Arbeitsfläche zu einem Rechteck von 40 x 35 cm ausrollen und auf ein geöltes, mit Mehl bestreutes Blech legen.
50106	Arbeitsfläche	Arbeit	Fläche	3.800000	1.316560	4.500000	0.971825	Der Stielhammer besteht aus zwei Hauptteilen, dem Stiele oder Helm, der aus zähem Holze gefertigt wird, und dem Hammerkopf, der aus Schmiedeeisen mit verstählter Arbeitsfläche hergestellt ist.
50107	Arbeitsfläche	Arbeit	Fläche	4.500000	0.707107	4.500000	1.581140	Nun aber noch ein paar Worte zur Waage selbst: Sie sieht absolut schön aus und ist ein richtiger Blickfang auf der Arbeitsfläche in der Küche.
50108	Arbeitsfläche	Arbeit	Fläche	3.800000	1.475730	4.800000	0.632456	Das Mehl auf die Arbeitsfläche schütten und in die Mitte eine Mulde drücken.
50109	Arbeitsfähigkeit	Arbeit	Fähigkeit	3.900000	1.852930	3.600000	1.429840	Eine zweite Ursache, weshalb den Unternehmern ein Gewinn zugestanden werden muß, liegt in den Arbeitsfähigkeiten und Kapitalien, die sie der Unternehmung widmen, und die im Dienste Dritter nicht zu verwerten gewesen wären.
50110	Arbeitsfähigkeit	Arbeit	Fähigkeit	4.300000	1.059350	3.700000	1.636390	Einen je größeren Aufwand an Zeit, Kraft und Geld die Ausbildung einer Arbeitsfähigkeit erheischt, desto leichter wird eine Lohnrente eintreten und desto sicherer sich erhalten.
50111	Arbeitsfähigkeit	Arbeit	Fähigkeit	4.700000	0.674949	3.900000	1.595130	Sie können ferner darauf hinweisen, daß eine sehr große Anzahl von Personen beider Geschlechter bei mäßigem Alkoholgenuß ein sehr hohes Alter erreicht und Gesundheit und Arbeitsfähigkeit bis in das Alter hinein sich erhalten hat.
50112	Arbeitsfähigkeit	Arbeit	Fähigkeit	4.700000	0.674949	4.000000	1.247220	Auf diese Weise wird es uns sicherlich manchmal gelingen, dem Kranken auf Jahre hinaus eine relative Gesundheit zu erhalten, welche ihm noch eine gewisse Arbeitsfähigkeit und einen mäßigen Lebensgenuss gestattet.
